Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
35,1,89415.77143120930,15,2,1.6225465721381300,0,2,0
24,1,126755.77673152900,6,1,16.808622256304000,0,4,1
67,1,38456.358668929200,18,1,51.337372923210200,0,0,0
34,1,102767.05868173700,12,3,57.28226839905810,1,5,1
30,0,85709.16532835850,5,3,10.65337283581080,0,5,0
36,1,135712.6145738950,15,3,23.652873525345200,0,5,1
64,1,63629.35905507960,18,1,23.779852141411600,1,4,1
27,1,32549.481125407300,19,1,19.970447521462100,1,3,1
34,0,20679.849760578700,15,3,25.408655882691800,1,4,1
20,1,148048.65529831400,15,4,21.1466949898981,1,2,1
28,1,20496.589945615800,9,2,36.85345282199790,0,0,0
69,1,74463.21272437180,3,1,21.940940857113000,0,2,0
42,1,123123.97555697300,6,0,49.27058928654030,0,1,0
50,1,49158.15282705590,13,3,32.589386795176600,0,2,0
69,0,32088.78317700720,14,1,9.473661306060160,0,1,0
59,0,51043.507479600100,12,1,40.668547790929000,1,0,1
65,0,73442.42833809190,13,1,55.866200050371100,0,3,1
29,0,111152.08200673400,10,3,7.327563176254920,1,2,1
46,0,94330.40576628190,6,4,45.6358108663482,1,5,1
62,0,97786.47295870870,9,2,27.76079576729530,0,1,0
38,1,94558.76368922450,19,1,43.90883975669360,0,0,1
47,0,78545.62725770360,7,3,5.656861447266330,1,5,1
23,0,51446.12823467560,1,1,9.836850769173260,1,0,0
37,0,122519.94540741300,5,3,21.341416247092600,0,5,0
52,0,25838.46886943010,9,4,2.019994641038430,1,0,0
50,0,100181.86902083000,0,1,24.706994057500000,0,3,1
48,0,35383.70482004040,10,1,53.03655775329580,0,3,0
51,1,85676.88056496300,7,2,8.04748415389286,0,5,0
66,1,77089.47616238730,3,4,51.09358179153720,1,2,0
33,1,33246.01044858180,13,4,39.84557612724550,0,1,0
69,0,83842.44481981150,15,1,28.349533655234100,1,5,0
50,0,84002.31240015370,2,2,44.23976972015000,0,2,0
22,0,123245.65306602100,14,3,2.0933427820656600,0,4,1
30,0,58066.864771125400,5,0,20.80526163792770,0,2,0
50,0,136032.5695732420,3,1,36.50775456934980,0,1,0
65,1,124661.74140443600,11,1,14.46178891130340,0,3,0
61,1,39763.23090672430,5,0,19.108933305892700,1,3,0
70,0,119425.2741173890,4,3,45.35588065466810,0,5,0
47,1,61817.09865574130,12,4,8.696633186673470,1,4,1
38,1,41703.90153713580,9,3,57.627243399825200,0,4,1
59,0,69454.6009759831,14,4,57.93078748860770,0,0,0
59,0,24682.44637788540,4,3,45.1082305578671,0,2,0
41,1,102836.19198507600,6,2,2.130905363973690,1,5,1
24,1,69282.2263273517,16,4,10.995921723501600,0,2,0
45,0,122766.27325573500,16,1,38.295223278492400,0,5,1
50,1,24369.768023826700,3,3,56.15868974671600,0,5,0
43,1,68865.47706895000,14,2,37.5651234150024,1,3,1
60,0,111906.9433692430,15,4,9.568276174999690,0,0,0
51,0,49383.769716080000,1,0,29.718311852786600,1,1,0
64,1,116317.52729976900,8,3,50.62533122739330,1,3,1
31,1,34265.70582807550,7,1,16.363783418486600,0,3,0
55,0,74153.55770269800,12,1,7.286523585750670,0,5,0
64,1,55242.51298932860,0,2,56.05158153090260,0,5,1
32,0,87474.19641684130,13,4,26.821131856798500,0,5,1
45,0,112826.85403915600,3,3,24.12788458945980,0,0,0
26,0,75855.38565606160,2,0,16.88219462892500,1,2,0
22,0,121637.10223484200,2,3,7.814846103231510,0,5,0
64,0,22512.592019288100,3,3,58.511420761804400,0,3,0
69,1,74463.21272437180,3,1,21.940940857113000,0,2,0
52,0,80332.3707289555,4,1,52.55388673477300,1,5,1
20,0,83318.04944646170,2,4,16.050512537110400,1,0,0
61,0,44075.42382277080,18,0,55.75283996703350,0,0,0
54,1,105362.03958202400,11,3,9.4279085479235,0,1,0
64,1,84680.1807789933,2,2,34.02794760860610,0,1,0
65,1,67090.60741479750,12,1,41.6976835914591,0,1,0
23,0,107292.2893267370,10,4,32.34086176235620,0,0,1
18,0,47643.7689282425,15,0,7.2696883827513500,1,5,1
19,0,137376.34937495800,12,4,7.494351850682370,0,3,1
20,1,122036.60702449100,17,4,38.46085407694690,0,3,1
36,0,49670.59725418090,19,4,35.820075645334900,0,2,0
45,1,145322.2629253010,16,3,34.37060813713460,0,0,0
20,1,134117.9101597650,10,3,31.6936856697375,0,4,1
41,1,64051.884414037700,18,0,16.152972225785900,1,0,0
46,1,108414.54510810600,8,3,18.25838620012080,1,0,1
34,1,134420.37592979300,15,3,19.720050042778400,0,3,1
41,0,28476.596863864000,2,2,13.809090538723500,0,5,0
36,0,68244.68199591660,19,2,1.5557715023742700,1,3,1
24,1,76888.40612720100,15,2,39.962906891353700,0,0,1
51,0,34832.45203543130,14,2,29.297880707923000,0,0,0
22,1,104911.1627690670,6,0,27.393682391331900,0,3,1
55,1,127216.62085511100,16,1,47.92198309381340,1,1,0
53,0,20715.753890854700,11,1,23.981445530779100,1,5,0
24,0,98139.64168403030,11,2,37.69426729164580,0,5,1
69,0,126181.33064573300,1,2,4.216201504740690,0,0,0
62,0,25060.89523233680,13,3,26.599394860643300,0,3,0
18,1,128120.61567785100,10,3,31.984079752586100,0,0,1
50,1,39521.97010621540,6,0,13.846005081293100,0,2,0
32,1,144193.50924551100,18,0,36.533121840258200,0,3,1
60,1,122703.95671991800,20,4,36.57068007372070,0,4,1
45,1,120618.87915985900,12,1,17.93222116882110,1,5,1
26,0,21175.000980308000,12,1,15.42788613607370,0,5,0
47,1,54762.26362148040,9,3,53.36497255585840,1,4,1
57,1,54355.91421062310,12,2,45.6741580612362,0,4,0
27,0,33327.07532864170,5,3,22.436031753087200,0,5,0
49,0,57601.82035644510,7,3,19.670820015474,0,5,0
55,1,76809.46513653070,3,4,31.50337070937280,0,0,0
54,0,122568.07078970300,2,1,51.94985137690030,1,1,0
52,0,28664.765272889700,16,3,47.54669441298390,0,5,0
57,1,31518.055858350200,5,4,54.70278264303200,0,4,0
49,1,70898.34076311780,12,4,25.716824212307700,0,4,0
58,1,81820.98487328750,14,2,55.25845957365640,0,0,0
41,1,27551.95377044550,14,4,7.884658076218090,0,2,0
57,1,50546.542649473900,12,3,26.222945897966300,0,5,0
48,0,61203.05641284550,13,1,24.81392782092390,0,3,0
29,0,139539.03320528600,11,0,34.92915472603950,0,4,1
54,1,47391.64530273640,15,1,53.26940475216210,1,4,1
18,0,147548.68513293700,6,0,52.66998979269020,0,5,1
60,1,131349.8390872310,12,1,36.54402548182510,1,3,1
54,0,93452.8590716721,2,2,17.01442099228710,0,2,0
21,0,84513.637874707,14,0,38.11966320424880,0,5,1
56,0,60865.51471388730,2,0,42.10853408118890,0,4,0
66,1,90659.96825454400,7,2,50.89288340584090,0,5,1
35,1,53775.71713685450,18,0,24.398843888793500,0,3,1
64,1,121448.89606422700,18,3,36.7212246330152,1,4,1
54,1,117167.77285757000,3,2,19.036426012818800,1,4,0
27,1,55283.21945807290,10,2,16.841790117917300,0,0,0
24,0,101106.458717913,16,1,16.0012904983469,1,0,1
64,0,64250.32355308570,12,0,19.609567084262300,0,5,0
66,0,124009.22593089100,7,4,52.24461701636440,0,0,0
18,1,95046.27380030710,5,0,30.992973766310900,1,2,1
47,0,95178.79192464690,19,0,27.928392943033000,0,5,0
20,0,129291.393641456,11,2,56.489334712267600,0,0,1
31,0,35780.23436072280,20,1,14.162093737209500,1,0,0
44,1,146500.16118640300,13,0,16.025039499514400,1,2,0
63,0,124000.45262927900,10,1,1.57698343803995,0,3,0
60,1,99682.14572428830,19,3,22.588058618450600,0,5,0
36,1,20567.22505454020,13,3,28.83022724658140,0,0,0
42,1,141860.44864462500,15,4,49.20931885083890,0,1,0
55,0,45752.69225876620,3,2,43.179007846560000,0,1,0
19,0,106658.0622760610,19,4,1.2309322383880500,1,5,1
22,1,25463.207772282700,2,3,43.64335188463690,1,4,1
61,1,118945.79981561100,4,0,19.62754665645880,0,0,0
47,0,85081.15484915430,7,3,18.001706850153100,0,0,0
65,0,56305.891499073400,11,2,36.669872505236300,0,4,1
23,1,45458.300937455100,3,3,33.410255545974900,0,3,0
41,0,84539.94980618900,15,0,2.7210236451538500,0,3,0
45,0,31022.96208595440,16,2,55.34748893066970,0,2,0
39,1,53820.51282506670,8,3,23.541179068152400,0,2,0
29,1,110297.4055429270,19,1,20.528524908600800,1,3,1
21,0,58640.91500212020,17,0,3.2449015202953600,1,5,1
61,1,47194.11050303060,3,3,47.76886179811330,1,2,0
70,1,67880.23896589030,2,0,47.12201035128080,0,2,0
54,1,96629.01863301060,10,0,42.63978401118210,0,3,1
47,0,47559.22711082560,17,3,15.200213793827200,0,5,0
64,0,38477.826093149500,17,3,6.394149862840850,1,1,0
42,0,74528.23921445080,19,4,4.805544762507150,1,1,0
48,0,61203.05641284550,13,1,24.81392782092390,0,3,0
25,0,45905.14374068410,20,4,41.711523612498600,0,1,0
61,1,33701.11835401470,6,0,27.852329630933400,0,2,0
63,1,130496.79829248600,1,0,7.11456686236694,1,4,0
32,1,88855.76411293060,9,3,31.749249769898700,0,5,1
56,0,24773.77712510680,7,2,22.245878216144700,0,4,0
49,1,98244.60665272190,14,4,31.37226986105490,1,5,1
41,1,112640.77330280700,5,3,6.8860499044677000,1,1,0
33,1,92502.14741250570,8,3,40.649165968651600,1,0,1
21,1,123108.57361957600,11,3,3.456997318058840,0,1,0
38,1,129766.42075615000,14,1,41.52954466520710,0,4,1
35,0,106630.10376516700,8,4,54.55729721423300,1,1,1
53,0,143788.8321406870,0,3,8.341618268858560,0,1,0
49,1,74308.92730576300,13,1,56.13079279370830,1,5,1
19,0,120829.54062029300,20,4,17.138979711114300,0,0,0
52,1,144359.90074085000,9,4,8.70968519438248,0,5,0
55,0,25686.07940016320,15,2,23.929225790819100,0,3,0
22,0,69652.15315487650,2,4,13.131667774261100,0,1,0
43,1,119783.79170732900,10,1,31.62227992113480,0,5,1
22,1,117323.880436406,18,4,42.65313069699830,1,1,1
68,1,117945.62989340600,13,1,47.2799342708956,0,2,0
59,0,138961.70889291600,13,3,21.158799855288800,1,1,0
46,1,31968.70819072180,16,0,15.333776339535600,1,1,1
53,1,147921.71121736000,10,3,22.239552707964400,0,0,0
37,0,48326.03205314870,14,1,40.65109988981640,1,3,1
62,0,122297.44021318800,12,0,20.01716464369610,0,3,0
70,1,34883.39294856770,18,1,23.37772011192510,0,0,0
67,1,136028.02769413,20,2,11.230367906161000,1,4,1
30,0,51183.634658272800,17,1,27.74278018454630,1,0,1
45,0,71367.90662436140,9,4,27.40251462081530,0,3,0
70,1,52791.332622537000,1,1,11.821994966379400,1,3,0
46,1,71476.16144611910,18,1,36.36215664101240,1,3,1
66,1,40038.855613203300,4,1,52.41782396368590,0,1,0
46,1,118054.44653511300,6,1,1.2422659709494600,0,2,0
21,0,59545.83355271650,10,1,12.087631514553900,0,0,0
55,0,70438.27879309300,14,1,36.464378876381900,1,5,1
31,0,96846.93942360710,15,4,37.03317499903260,0,1,1
39,0,141979.62639830300,3,3,13.417120658415500,0,1,0
49,1,138198.62676200300,19,0,58.12432161091140,0,1,0
49,0,34043.348036989900,9,3,6.2995056361106800,0,2,0
58,0,134850.4191881880,12,0,33.37801169651770,0,3,1
31,1,47872.8427891114,5,3,40.87766474698240,1,2,1
47,1,145165.34641962300,2,0,12.150153938299300,0,0,0
25,1,96745.19975964050,5,1,37.82269178269360,0,0,0
45,1,46170.57401691630,9,2,27.36023691398450,0,0,0
41,1,112003.77553477900,18,0,12.183775003679500,1,3,1
42,1,68609.73611166580,12,3,23.396362030451600,1,5,1
20,1,123037.36511749000,10,3,48.13796516223070,0,2,1
41,1,64051.884414037700,18,0,16.152972225785900,1,0,0
32,1,43609.81580835830,12,4,40.32502407533760,1,5,1
61,1,83180.06419368840,8,3,20.33708632787160,1,3,1
66,0,69966.15500813750,7,1,14.801446425983700,0,3,0
65,0,124199.82454478900,14,3,59.69172231986050,0,5,1
62,1,86645.11790885690,6,2,58.72151765295760,1,1,1
36,0,27738.21104521030,1,0,22.334831787098000,0,0,0
28,1,91055.02846419830,20,2,47.96194028643580,1,3,1
42,0,74762.24692822940,15,3,21.370608571366100,0,2,0
25,1,141280.23213405700,0,4,18.041525454173300,0,1,0
22,1,69467.30228308630,20,2,22.847290920037700,1,0,1
68,0,52087.1029962473,2,0,59.01984600717380,0,3,0
66,1,141127.98352626600,0,1,1.1288644285776800,0,3,0
28,0,143620.71728533100,0,4,25.581526207411300,0,3,0
25,0,99811.36601880800,4,2,13.38516469913500,0,4,0
54,0,86646.80437433410,10,0,12.741666370496100,0,2,0
39,0,143600.45200507400,19,1,5.721077915703080,1,5,1
43,0,144286.12866955100,5,4,38.391491144229800,0,4,0
56,1,69481.02815195540,17,0,11.065466352677000,0,0,0
65,0,140429.73887491100,18,2,39.95981400033350,0,4,1
24,1,146187.95090326700,13,4,39.5905756243891,1,1,0
18,1,111861.88308423200,5,2,31.027565079547900,1,3,0
56,1,108429.61129708600,20,2,29.53090055652820,0,1,0
62,0,83471.34781283120,0,4,41.67561089840820,0,4,0
68,0,124514.60598182800,5,3,38.16247161080760,0,4,0
37,1,111293.63958411600,18,0,31.78099628064820,0,4,1
67,0,40127.71963770360,16,4,51.175339773056800,0,5,1
24,1,82795.1606826557,13,0,35.98597935707850,1,3,1
34,0,21573.405180894000,0,4,16.762750492691400,1,5,0
26,1,98453.39665753910,7,2,37.05734986946350,0,0,1
46,1,34428.63099775250,12,1,11.881676244471600,1,1,0
38,1,23355.547903433300,12,3,51.641495475074600,0,5,1
18,1,111861.88308423200,5,2,31.027565079547900,1,3,0
34,1,146881.79702629800,2,3,11.455688355848700,0,4,0
66,0,127577.4598738190,14,4,26.180631959441200,0,5,0
47,1,145909.85312098600,14,2,18.13172453667520,0,3,1
33,1,53713.53665122230,10,3,8.416648484214830,0,1,0
30,0,108025.68316555100,0,0,59.564907358719300,1,4,1
65,1,28899.633513365100,1,0,1.1717913521935400,0,1,0
62,1,87062.04735260270,7,0,21.1278102233613,0,3,0
40,1,127575.82158351900,2,0,35.550645902530900,0,0,0
28,0,64992.96444991210,17,1,21.519161779884300,0,1,0
30,1,131433.30340983800,1,4,8.40934405989948,0,0,0
43,0,76162.46058728580,10,1,39.71456313713850,0,1,1
19,1,140799.646972141,17,1,41.4268857724221,0,5,1
40,1,72373.52674224280,9,2,30.45102016249700,1,0,1
42,1,35733.250063075100,10,4,5.153916381748340,1,0,0
24,1,46036.662322791400,11,1,42.326837060037100,0,1,0
63,0,79701.18408760460,7,2,44.77932466090590,0,4,1
39,1,55921.48410056100,17,4,33.41628812502250,1,0,0
19,1,52289.86913661700,4,3,35.858136618835000,1,4,0
27,1,149716.71123865700,16,3,48.0428715333478,0,3,1
30,0,147553.1187790980,7,3,41.22176617432820,0,2,1
57,0,131153.92621059200,20,3,31.169006297971800,1,1,1
63,1,144383.9760129570,20,4,52.21003187812570,1,0,1
66,0,73432.73978452100,10,4,47.54776231216070,0,4,1
42,0,48710.861785191200,13,4,53.05013849639240,0,0,0
33,1,124648.56995850000,4,4,22.28757237130220,1,3,1
51,0,98454.10248563920,4,0,22.03992585958880,0,2,0
28,1,98382.57394233,16,4,41.41535911312750,0,0,1
27,0,87789.75303379140,11,3,17.74881271385210,0,1,0
70,1,77257.37554061510,7,3,25.869159768107100,0,5,0
30,0,87268.02572815540,12,3,6.6196871043993,0,4,1
60,0,127807.28391117800,17,0,44.68231951952020,0,4,1
39,0,134650.60857960400,3,3,40.486681954775800,1,5,1
18,1,138891.32630031300,15,2,21.576913596369200,1,4,1
23,1,45458.300937455100,3,3,33.410255545974900,0,3,0
37,1,72468.13030700690,2,2,10.376561243806100,0,4,1
66,1,46693.28203188400,14,3,19.033261313334800,0,3,1
56,1,72387.42323947100,16,2,5.42264256473077,0,2,0
22,0,34919.95334299830,15,0,25.007007452047000,0,3,0
65,0,124343.63027344200,16,2,21.751486569393500,0,5,0
26,0,138229.09942184100,12,4,54.45512519161740,0,1,1
53,0,108115.71604030600,11,3,18.38159664348690,1,4,1
49,0,21612.524716050900,3,0,8.506268329283630,0,3,0
61,1,90303.18814812080,7,1,57.68893560773110,0,3,1
20,0,143199.4433753810,14,4,39.75209863421850,0,4,1
60,0,56120.860891662600,12,2,52.792991349977300,0,0,0
47,0,142815.71364180000,3,3,25.445293827192300,1,2,1
67,1,97696.8767513514,11,2,52.36961662464490,0,5,1
70,1,59690.387970575100,2,0,46.616893813070600,0,4,0
68,1,60677.96124777430,0,2,58.16910386285570,1,4,1
61,0,71826.1936104007,11,2,6.724074875988280,0,5,0
18,0,59728.54801372790,14,0,44.32665208478250,1,1,1
46,1,133864.8008572170,14,2,24.60174852319120,1,1,0
19,0,145726.45998369200,10,0,37.71587576536760,0,0,1
22,1,99634.55088482650,17,0,14.043221616025500,0,5,1
49,0,145634.26016263300,7,4,7.207953759052010,0,4,0
45,1,79870.1346456382,8,4,28.55405412478280,0,4,0
22,1,26497.273725758200,6,0,17.469503860116000,0,2,0
67,1,21081.59248953500,3,1,48.48513622049190,0,4,1
41,1,27551.95377044550,14,4,7.884658076218090,0,2,0
29,1,26264.181611128500,10,0,14.005835208664200,1,1,0
70,0,29828.655280177600,14,3,44.85437403822050,0,3,0
65,1,81396.63454118760,20,0,45.26603793883450,0,2,0
37,0,105301.0388985390,3,1,53.33552192237080,0,2,0
29,1,128078.55687014200,12,0,42.26369971825470,0,4,1
58,0,64879.00856422000,17,4,57.34872804044800,0,4,1
56,1,24884.24175185800,14,3,34.29272660227250,1,1,0
52,1,119368.44608882600,6,2,54.46211463152130,0,4,1
35,1,66515.83093476140,5,4,16.422441677063300,0,0,0
20,1,99727.91903535930,1,1,49.42957396558620,0,1,1
50,0,74383.40233329640,13,1,52.09536825015690,0,2,0
54,1,30322.856003593800,10,1,5.665485237622240,1,4,0
46,0,68222.33106050950,4,1,48.644639068481600,1,5,1
35,0,51093.413548070300,11,3,59.00081727727440,1,3,1
64,0,23067.345403918800,4,0,47.13402220750430,0,0,0
44,0,36622.684158914300,11,0,25.207275373692800,0,1,0
23,0,126812.79670236100,15,1,17.17567822266570,0,1,0
34,0,30624.294947081200,19,3,38.48063425418580,0,5,1
45,1,23275.14381469980,19,4,12.837293318647800,1,3,0
54,1,25129.73927581690,20,2,57.34635225708840,0,3,0
26,0,107451.38924715700,19,1,39.902085849451800,1,1,1
28,0,39105.15224646730,10,1,36.97165461372450,0,4,1
21,0,81251.8268612659,11,4,6.7017944657274100,0,2,0
36,1,44907.08294552740,19,0,47.6084955009896,0,1,0
69,0,32088.78317700720,14,1,9.473661306060160,0,1,0
31,1,38101.898245287400,19,4,27.934022465150400,0,5,0
41,1,30478.196788426200,2,2,36.26031395226510,0,3,0
54,0,67832.29766927100,17,3,59.32093858472150,0,1,0
69,0,126181.33064573300,1,2,4.216201504740690,0,0,0
51,1,125070.57730119900,7,1,15.891701181586900,0,3,0
27,0,65252.42711187750,19,2,56.72335758504020,1,5,1
41,1,49727.98134846910,14,2,30.393724454139400,1,2,0
57,0,115636.20485109500,7,4,2.6992696522446000,0,5,0
43,0,129388.18190101900,14,0,32.226779440471800,1,3,1
55,1,86155.77222683730,15,4,7.259414997161640,0,4,0
32,1,105104.58929257400,6,1,36.33410259068170,1,0,1
37,0,74954.7227962112,15,3,3.911624258147860,0,0,0
64,0,92958.96247672820,19,3,31.040319968193600,0,3,1
69,0,21638.977596848700,4,2,18.516844781814500,1,2,0
21,0,144531.43573738000,19,0,35.548116316349400,1,4,1
40,0,145714.585783299,15,4,17.809881900593700,0,3,0
68,0,85400.91360137870,5,4,27.49592016789070,0,5,0
46,1,104305.62661542900,8,4,28.62037457037340,1,4,1
50,0,53620.70853544500,7,4,54.04241497631960,1,5,1
34,1,46489.63968659960,19,4,58.98874695346980,1,4,1
22,0,82842.96667650910,2,3,43.368002539405300,0,3,1
56,1,115299.26848385800,1,1,35.196206917347800,1,5,1
60,0,84072.39597816810,4,4,23.197533323310300,0,2,0
50,0,51462.87039751400,11,0,40.01965825274270,0,0,0
66,1,48478.94518324150,10,1,1.926058430180500,0,3,0
70,1,106116.42152113900,1,0,53.32361326706480,1,5,1
46,0,95978.35826846540,20,3,16.30458458930940,0,0,1
41,1,108740.23875904200,8,1,37.69854213972990,0,0,0
50,0,144881.50681671600,10,4,36.84083348060560,1,5,1
23,0,129674.45632673700,14,3,39.1355416152957,0,4,1
49,1,21213.11057752210,11,0,18.67382285727890,0,3,0
58,1,99027.67783179150,18,0,41.858326752910400,0,0,0
53,0,99329.26943209340,3,2,54.79194305215630,1,0,0
67,1,110466.88536194400,17,0,43.108669261925700,0,1,0
33,0,60815.67325905590,9,3,19.55928490471460,0,3,1
45,1,81989.65088131620,14,0,2.391926099066960,0,5,0
40,1,110343.64155732000,20,2,25.065860304921300,1,4,1
62,1,79704.4756325178,16,4,19.883346886232200,0,2,0
50,1,145159.8855329170,14,1,21.393759196969700,1,0,0
52,0,57492.706916436900,4,1,5.526680567905350,1,2,0
34,0,109403.8655159730,11,3,25.41024095723950,1,3,1
68,0,147396.14281665100,11,4,34.900349655560900,0,2,0
59,1,102717.87601730200,9,0,21.621845268994500,0,5,0
31,0,128612.42934648500,12,3,33.43610852469520,0,2,1
23,1,82526.47568519610,5,1,43.9211476017933,0,0,0
66,0,92049.44683716220,14,0,5.530945372917310,0,4,0
44,0,68075.72327833300,9,0,33.97824117595220,1,2,1
45,0,78197.54530335440,20,2,25.115882005703100,1,1,0
31,0,76895.97265926650,10,3,16.574555662880000,0,1,0
36,1,74837.66321004810,18,2,19.617654992143500,0,3,1
50,0,49396.29306245740,14,4,59.89350821418940,1,5,1
42,0,25934.336915309900,10,0,22.794078702851700,1,4,0
66,0,43317.40866158740,3,2,51.85063379193270,0,3,0
46,1,123247.38613142300,16,4,4.546404808625350,0,0,0
63,1,52441.00598043580,1,4,37.50607196499880,0,3,0
55,1,78034.53713220570,4,0,21.115920296914000,1,1,0
32,0,60272.4216971829,18,3,7.2704321826616100,1,3,1
68,0,111480.97135177700,15,3,19.077529103355500,1,5,1
24,1,149332.62123207000,8,2,1.7031609957162800,0,0,0
57,1,117678.76118377600,10,0,30.93599614002430,0,4,1
69,0,32893.15294633810,15,1,56.19006464246350,0,0,0
24,0,141252.36605725900,8,4,19.27426168781470,1,3,1
60,1,76259.69434790420,4,1,5.111751107077060,0,3,0
40,0,91234.73356658010,10,1,50.46557864743920,0,1,0
35,1,104039.63641293100,1,3,16.245166224351800,1,5,1
28,1,79064.90499879520,11,4,51.91487874205310,1,1,0
66,1,48478.94518324150,10,1,1.926058430180500,0,3,0
20,0,68326.10833782290,19,2,13.52437340184540,0,2,0
34,0,91825.12576302560,15,4,22.227575389533800,1,1,1
57,1,76759.8446699396,3,1,11.278429829212100,0,2,0
20,0,82785.95337109620,14,2,5.089158609259400,0,4,1
32,1,25453.659046112700,15,3,28.67452491901700,0,1,0
41,1,65461.419866960400,0,1,50.12893103461580,1,0,0
68,0,147396.14281665100,11,4,34.900349655560900,0,2,0
42,0,54021.73888566780,18,3,1.0441147938613300,1,2,0
44,0,49607.465693417200,5,4,13.334429598071100,0,5,0
21,1,123108.57361957600,11,3,3.456997318058840,0,1,0
41,0,27063.164526977500,8,0,4.8820948499191,0,0,0
40,0,114116.49721059200,7,3,30.5171406020126,1,5,1
52,0,105978.17943915400,8,0,54.786341908800100,0,4,1
44,0,120702.39148291200,7,2,41.354532664993300,0,3,1
34,1,57148.58219705180,20,2,54.2968243848396,0,4,1
65,1,87154.44169797730,7,0,7.49839469221902,0,3,0
63,1,147568.62176464200,18,2,51.45475535331690,0,4,1
51,0,49533.34241305690,8,3,55.148586497171900,0,5,0
69,1,63486.46753645120,16,2,56.78419677301050,1,3,1
29,1,144164.97694792100,8,0,9.496190211269510,1,2,1
38,0,21860.986096717800,0,4,20.844397876219300,0,4,0
23,1,90490.83671394030,8,0,15.120604906294200,1,1,1
28,0,59880.95793787840,6,1,51.671653421441400,1,3,1
67,0,33135.95543138410,14,1,30.561373982091600,0,4,0
66,0,33767.75457248850,3,3,54.26692911512190,0,0,1
33,1,129552.54728087200,16,0,17.481366264942400,0,5,1
45,0,83010.5173269061,2,3,13.201062886604500,1,0,0
37,1,37352.39641407270,10,3,35.11488449217410,0,5,1
35,0,97769.28822828610,1,2,37.979460645616100,1,2,1
47,0,63974.77577928480,12,0,50.56111108332120,0,5,1
69,1,95685.8370572348,8,0,57.73515274756370,0,4,1
29,1,51136.322088240000,16,1,35.69943786260340,0,0,1
43,1,46739.34408542220,10,3,37.20730807599590,1,1,0
42,1,103574.648307632,5,2,32.1379618548504,1,3,1
37,1,112875.14132926100,1,4,20.06846074158530,0,1,0
26,0,123071.07447439900,11,0,16.208930804035500,0,5,1
52,1,133580.81715062500,15,4,44.02344596155030,1,2,1
26,1,53107.18086598670,14,1,48.74249341574770,1,3,1
47,1,49291.20089366060,13,4,1.2872360516746900,0,4,0
29,1,26264.181611128500,10,0,14.005835208664200,1,1,0
67,1,102433.52407892300,8,2,34.424571769682000,1,5,1
42,1,45381.27838434400,3,0,51.4496247722116,0,3,0
42,0,25934.336915309900,10,0,22.794078702851700,1,4,0
46,1,52107.24387936000,10,0,36.05404709717550,0,5,1
49,0,66513.77449230740,0,0,46.02585340698810,0,2,0
22,0,121637.10223484200,2,3,7.814846103231510,0,5,0
19,1,42729.02154385360,0,4,35.713575663841700,0,3,0
58,1,99027.67783179150,18,0,41.858326752910400,0,0,0
41,0,129313.30532537000,12,3,40.697069705305400,0,1,0
52,0,129451.36368293500,13,0,23.5912778281975,0,5,0
51,0,28119.487170479300,13,3,26.98207915848740,0,1,0
37,0,45600.34157894570,0,3,31.866322047553000,0,0,0
44,0,65435.82837128640,17,2,18.076745713771300,0,1,0
38,0,87431.12926947740,0,4,43.59700567014700,1,2,1
25,0,122206.73479393800,10,2,52.496983815045900,0,5,1
66,0,119516.67686884400,9,3,42.367508978032600,0,5,1
57,1,31518.612816058300,7,3,5.456462880257550,0,1,0
66,1,117622.17378723100,10,0,11.157952624606300,0,4,0
62,0,105931.85305215200,14,2,48.20900625511330,0,3,1
29,1,122498.15462292900,12,2,18.131351236634200,0,5,1
49,0,83391.61525673740,15,3,37.45413261031020,0,0,0
40,1,98921.64523343800,15,4,30.815866426031700,1,1,1
50,1,95764.88856085370,12,0,52.929129241705300,0,5,1
62,0,79728.07989277830,0,1,31.25728638367340,1,2,0
46,1,133864.8008572170,14,2,24.60174852319120,1,1,0
69,0,56721.41542810050,16,1,56.53166695312040,1,2,1
63,0,85623.42777958870,18,0,11.657565178537600,0,1,0
46,0,148031.59235912200,19,2,32.592763900889000,0,4,1
61,1,85342.06154191700,9,1,28.59717184710520,0,3,0
54,1,28273.318207263500,14,3,38.66265384271310,1,4,1
40,0,49200.02953970080,1,4,6.120194289834440,0,2,0
54,1,117167.77285757000,3,2,19.036426012818800,1,4,0
30,1,132019.8174923550,19,3,19.282073315100600,1,4,1
61,1,126478.2568020150,9,1,37.35479494754320,0,4,1
32,0,61031.5546892355,11,4,17.70992594477040,0,3,1
52,1,135258.5479812610,4,1,31.327378822714100,0,1,0
55,1,100546.61386977900,6,4,9.12631183438071,1,3,1
30,0,47756.47762038740,4,0,6.802350373822570,0,4,0
56,0,68381.71309887670,12,4,14.974118765196200,0,5,0
38,0,89214.68869577820,5,2,9.81673925257936,0,3,0
46,0,55076.693616667900,5,4,45.41800103039170,1,1,0
64,1,62207.87049570780,2,0,41.9379265506682,0,0,0
50,1,44510.27874740270,17,1,20.216430483084400,0,5,1
68,1,131240.49219888000,7,3,19.495164230940600,1,2,0
52,0,104713.16886204600,15,4,33.684227042818200,0,2,0
